id,time,value,run,run_start,nextval,run_end,run_size,run_rank,interpolated
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 18:00:00+00:00,,11,22.293190722507198,,5.053218437714945,21,16,9.978924804798446
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 18:15:00+00:00,,11,22.293190722507198,,5.053218437714945,21,17,9.157973743617863
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 18:30:00+00:00,,11,22.293190722507198,,5.053218437714945,21,18,8.33702268243728
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 18:45:00+00:00,,11,22.293190722507198,,5.053218437714945,21,19,7.516071621256696
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 19:00:00+00:00,,11,22.293190722507198,,5.053218437714945,21,20,6.695120560076113
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 19:15:00+00:00,,11,22.293190722507198,5.053218437714945,5.053218437714945,21,21,5.8741694988955295
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 21:45:00+00:00,6.4820581413157585,20,6.4820581413157585,,6.4820581413157585,3,1,6.4820581413157585
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 22:00:00+00:00,,20,6.4820581413157585,,84.5699531264269,3,2,32.511356469686135
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 22:15:00+00:00,,20,6.4820581413157585,84.5699531264269,84.5699531264269,3,3,58.540654798056515
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 23:00:00+00:00,12.486409071009355,23,12.486409071009355,,12.486409071009355,3,1,12.486409071009355
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 23:15:00+00:00,,23,12.486409071009355,,108.93212406645084,3,2,44.634980736156514
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-07 23:30:00+00:00,,23,12.486409071009355,108.93212406645084,108.93212406645084,3,3,76.78355240130367
a51d3bed-a8b6-5321-96a1-c5542caca70c,2018-06-08 01:15:00+00:00,10.014371330680966,29,10.014371330680966,,10.014371330680966,5,1,10.014371330680966
